Basin,CRPS
01022500,3.4839595223744713
01031500,4.918314484214783
01047000,6.252368014272054
01052500,3.8810583324432373
01054200,20.088005102729795
01055000,15.57712411524455
01057000,8.05813308353424
01073000,4.778170454025268
01078000,1.4924262627919518
01123000,6.3218199394106875
01134500,5.804294328367605
01137500,10.314611461512248
01139000,5.38956859181722
01139800,3.0457789312521615
01142500,6.657577443091074
01144000,6.910690368779501
01162500,3.2648282308578493
01169000,10.497746447054546
01170100,15.495446885871887
01181000,9.895667623901367
01187300,7.041107528622945
01195100,9.367521685632068
01333000,1.7132301035271993
01350000,5.095701554234822
01350080,8.618489671579997
01350140,9.401792845471698
01365000,17.71354245423476
01411300,5.479930692704518
01413500,3.540829783484608
01414500,8.999917698796592
01415000,8.054537858390809
01423000,5.042961485163372
01434025,20.16515328814189
01435000,5.563645227050781
01439500,4.541637485313416
01440000,5.277823238372802
01440400,1.9506395560608218
01451800,3.229303867212931
01466500,0.9400736415704092
01484100,5.78476629550457
01487000,3.264098614732424
01491000,11.52551664245526
01510000,2.1192353935877475
01516500,5.917228973452251
01518862,8.362256982739767
01532000,11.978343117650349
01539000,9.67656150608063
01542810,13.965166178544365
01543000,9.091771049690244
01543500,7.311196114540099
01544500,6.194753277079264
01545600,4.834401583607992
01547700,7.056786280282338
01548500,5.840112650171915
01549500,4.47189103533427
01550000,10.130717579650875
01552000,6.552434329223632
01552500,9.825401979446413
01557500,8.49095466632843
01567500,4.120972573343913
01568000,8.591732608540852
01580000,8.37196553993225
01583500,3.34220864798228
01586610,12.369534506797791
01591400,8.194719458929697
01594950,14.876835090374946
01596500,5.326185355186462
01605500,6.5436484868367515
01606500,8.646132485898335
01632000,19.667927216370902
01632900,4.510544402901331
01634500,11.769787323919934
01638480,19.95523012592395
01639500,2.6528112649917603
01644000,7.585054802131655
01664000,4.003220571327209
01666500,5.767641436924385
01667500,8.557538114293417
01669000,5.046654527664185
01669520,12.7644982163469
02011400,1.717422154808044
02013000,2.8756998786290495
02014000,3.400713653882344
02015700,2.6181284436274113
02016000,2.5143739711125694
02017500,3.26156967271169
02018000,2.826619834582011
02027000,19.875903835010526
02027500,15.332322130002993
02028500,9.945722365061442
02038850,7.766493133314452
02046000,7.086037655131022
02051500,6.480694265604019
02053200,9.686960512733458
02053800,5.6387856968243915
02055100,11.09688186677297
02056900,5.262631560325622
02059500,10.261504861799875
02064000,10.35297115834554
02065500,8.006900403531393
02069700,5.230921957778931
02070000,6.23518067943255
02074500,9.924391892925897
02077200,11.51764483235677
02081500,16.836055012957257
02082950,18.051565503215784
02092500,7.892240468692779
02096846,10.09542422803243
02102908,8.289344333998363
02108000,10.316779925664266
02111180,8.834903436406455
02111500,3.5734225368181867
02112120,2.404793570168813
02112360,3.089186521116893
02118500,5.250410592810312
02125000,16.35150776863098
02128000,29.22606887952487
02137727,11.037537666638693
02140991,5.478656676991782
02143000,3.605160303560893
02143040,5.476193714110057
02149000,8.768516398262976
02152100,12.56864867392381
02177000,7.0176571168899535
02178400,5.241052535756429
02193340,4.039734313519795
02196000,3.380673093541463
02198100,23.592923585065208
02202600,4.023940134811402
02212600,2.749957887268067
02215100,6.252905531183878
02216180,12.419768415832522
02221525,3.163771766630808
02231000,2.677189682769775
02245500,13.236408122587205
02246000,10.811112943267823
02296500,8.370996375719706
02297155,6.181258350594839
02297310,9.95179219824473
02298123,5.317107279610634
02298608,18.065381691582996
02299950,14.781284160296119
02300700,26.531009330050153
02342933,12.879839606793723
02349900,5.79201645081838
02350900,1.4932011918459127
02361000,4.95206035493215
02363000,3.9422312344551087
02369800,7.3832593262730635
02371500,2.3039298629760743
02372250,11.535482437451678
02374500,12.548530647595726
02381600,18.9913171495835
02384540,12.92449438645045
02395120,12.687892933718365
02415000,3.716707299041748
02427250,17.672204193751014
02430085,7.802809129714966
02450250,7.884069153976441
02464000,6.286871762084961
02464360,8.932248087310791
02465493,7.481862572145462
02469800,5.768802311960857
02472000,7.3379092238744095
02472500,4.017242538833618
02479155,21.978944366629918
02479300,10.10325076306661
02479560,7.3875875607172645
02481000,14.572965419769288
02481510,11.727246756617227
03010655,5.897543009757996
03011800,3.3796578513463342
03015500,3.64492630033493
03021350,10.900982449595134
03026500,8.272664756584167
03028000,7.354341245651244
03049000,5.469050988904635
03049800,19.350331019083654
03050000,7.415301151021321
03069500,3.3673960826873777
03070500,8.074268199332556
03076600,2.70951711991628
03078000,4.898414237658183
03140000,5.324913007036845
03144000,8.437731556415557
03170000,3.716633365480105
03173000,3.1622434800148014
03180500,5.441362836647033
03182500,2.018921358998617
03186500,9.33494657907486
03237280,13.90321720495224
03237500,11.579539713923138
03238500,12.168674210357665
03241500,6.7728731766462325
03280700,13.982627854569754
03281500,6.332787429873149
03285000,16.068153432464598
03291780,9.385801945114135
03338780,5.53742410844167
03340800,6.236455607732137
03346000,9.636399358749388
03364500,6.372269303894041
03366500,6.683309590911865
03368000,13.961396867815651
03384450,12.932284422175089
03439000,6.270033626429242
03455500,9.026452468490598
03456500,8.98554254163106
03460000,2.8850085029602055
03463300,29.63286032028198
03471500,5.542000909455617
03473000,2.4332296467145285
03479000,9.401550507418314
03488000,6.46387218621572
03498500,13.83746406758626
03500000,4.68708880736033
03500240,1.5403669537862144
03504000,5.681591602071126
03574500,13.240646390151978
03592718,15.786475934950511
03604000,12.35377056935628
04015330,5.7985804088592525
04024430,1.7092232640584308
04027000,3.1063430149714155
04040500,2.191743274052938
04043050,2.007315132713318
04045500,2.4462800251324968
04057510,1.3075696739991507
04057800,1.7145730539957682
04059500,0.2791151783307393
04063700,2.998455202770233
04074950,0.4620013275067012
04105700,0.9808449616273244
04115265,1.7040074298302332
04122200,1.1219152389129003
04122500,0.49062862752278646
04127918,4.125292757701874
04127997,0.8836811924378077
04161580,1.133479371078809
04185000,2.1020222741127017
04196800,2.73238695602417
04197100,1.60630141881307
04197170,7.463717620182038
04213000,20.29185351336797
04213075,13.514807595960301
04216418,7.8352018946011865
04221000,5.0063602752685545
04224775,7.862763236459096
04233000,5.54342066488266
04256000,4.716394408183272
04296000,3.591800550969442
05057200,4.146880557990074
05120500,0.6718596400161584
05291000,5.6259556161403665
05362000,4.7418688893000285
05393500,4.5357927831013996
05399500,11.717875080442427
05408000,1.3885281935056046
05413500,3.6153571590145432
05414000,5.861044542773564
05444000,8.24941144952774
05454000,5.655248704353968
05458000,5.002529350042344
05466500,3.5669882777094837
05487980,2.6516706944147743
05488200,4.482127308797836
05489000,2.6882431595484415
05495000,3.1773510992685963
05495500,4.1220802986145015
05501000,10.767839684708912
05503800,13.71257894792557
05507600,13.459721221113206
05508805,6.107814304113389
05525500,1.7558268911043802
05556500,11.524357439152396
05584500,3.952171828476587
05591550,7.535756356080374
05592050,7.7259118935267095
05592575,16.87320686214765
05593575,8.587276001258692
05593900,11.03339815482696
05595730,8.604983030319215
06221400,1.9448491899490357
06224000,1.3006052165349322
06278300,2.56383384138743
06280300,1.6274508823076885
06289000,0.3164962858835856
06291500,2.132496355319023
06311000,2.1739251479148867
06332515,1.4789752392450968
06339100,4.540681070882083
06344600,4.56941758783261
06350000,1.9992238495091597
06352000,3.0933597585221135
06404000,2.567013718390465
06406000,0.4643031349102657
06409000,0.925851206550499
06431500,0.4992149077177048
06440200,3.8051509115556876
06447500,1.3637228599101305
06470800,10.1612420408704
06477500,1.7507010467002677
06479215,7.488104240258536
06601000,7.9174102419495584
06614800,1.9923299531936645
06622700,0.9847922770818075
06623800,1.3655620765050254
06632400,1.2165850873947146
06746095,15.076178250376381
06803510,2.493654604450861
06803530,5.422810825045904
06814000,5.000570315011344
06847900,0.23588283079170314
06853800,2.3932120556854954
06876700,3.993754284653067
06878000,6.881903124090035
06879650,16.102072648251056
06885500,6.440287765026092
06888500,7.907768280553817
06889200,6.309963557306926
06889500,6.502948548253376
06892000,5.2641137568155925
06903400,2.653049560387929
06906800,7.16015437774658
06910800,5.147193632380168
06911900,5.661983633550009
06917000,12.107100695880254
06918460,8.292682896582283
06919500,8.084610889752707
06921070,9.733674681886038
06921200,14.668846646753948
07057500,5.702137690830231
07060710,9.27806021048228
07066000,5.466174392000834
07083000,2.1540727950414023
07142300,0.530797270400698
07145700,5.927398319753011
07167500,19.343954217974343
07180500,14.149130343077575
07184000,13.14584725672404
07195800,17.36245245936712
07196900,20.971667739152906
07197000,7.009073842542065
07208500,0.44032110105355576
07261000,4.033092262268066
07263295,12.592640964094796
07291000,30.064819537480673
07299670,4.460655515034605
07301410,0.720340698047479
07315200,5.774367842268944
07315700,3.777700195185344
07335700,20.680605908171334
07340300,11.960761950302123
07346045,2.0713050415039063
07359610,21.470392554950717
07362100,16.259657981491088
07362587,13.828868961461387
07375000,13.136013155873615
08013000,3.422382705068969
08014500,5.080204776833752
08023080,16.736456691551208
08050800,6.633777877537411
08066200,14.481876845105491
08066300,11.334323462748523
08070000,25.622148428821564
08070200,11.247471767807006
08082700,6.061030070118171
08086212,5.013041734584173
08086290,4.936750216547648
08101000,4.486616194486618
08103900,12.91668908799005
08104900,12.58670824303627
08109700,7.738057282702126
08150800,12.130102816967417
08158700,8.729615575248003
08158810,19.43395316619873
08164300,5.337779158655802
08164600,10.853243244520826
08165300,16.113721568656963
08171300,9.993735072374344
08175000,13.113955831686654
08176900,16.289338182497023
08178880,76.21297587340673
08189500,3.2480878839174907
08190000,11.790801961382229
08190500,12.187772745637401
08194200,14.605341829434037
08195000,16.540130399179457
08196000,26.22254171381195
08198500,34.03895711928606
08200000,71.24514923324584
08202700,11.816564213705062
08267500,1.5474873191515603
08269000,0.5486058397928874
08271000,1.0585115818977355
08324000,0.2934283773546245
08377900,3.352307523854573
08378500,1.4240547727266948
08380500,1.9422495453556377
09035800,2.8744484064737956
09035900,2.9686689449628196
09047700,1.187290086809794
09065500,1.7955494794209799
09066000,4.367249315897623
09066200,4.461417216873168
09066300,5.029575956058502
09081600,0.7342510374069214
09107000,0.29570438416798905
09210500,1.0828620234648385
09223000,1.2172114020029703
09306242,0.6472712133437396
09312600,0.25278419353167214
09352900,3.5726533232053117
09378170,2.312547711149851
09386900,2.9570587531169252
09404450,0.5679793727318446
09430600,11.28793096400897
09447800,1.4161998933888889
09484600,0.7056073664883306
09492400,1.5375044075330095
09494000,0.7683162101268767
09497980,1.4563964253743489
09505350,4.575813626194993
09505800,4.132634398444494
09508300,8.718047160205991
09510200,2.4680631580213706
09512280,3.878004637133626
09513780,7.234483100739713
10234500,1.2915908613840739
10244950,1.868587028423945
10259000,2.107464905897776
10336645,12.289893712615966
10336660,6.91533538792928
10343500,5.083610179476037
11124500,5.827027234141032
11141280,5.912446826219558
11143000,12.986106976572671
11148900,8.943366631825766
11151300,3.0426533940394713
11176400,2.971156732114155
11230500,5.146174350468317
11237500,14.905742678451537
11264500,3.060666091664632
11266500,5.9208723824818925
11284400,15.653209429295856
11381500,23.73940695381165
11451100,23.97601366958618
11468500,8.089993516921997
11473900,8.503392402648926
11475560,63.21759917271931
11476600,21.075471266682946
11478500,9.870608379364013
11480390,12.722450669479366
11481200,14.0475644879659
11482500,5.890521008300781
11522500,6.089467001279195
11523200,8.948810929489136
11528700,12.97411041463216
11532500,9.139561977386474
12010000,15.22248440653483
12013500,18.251553807957965
12020000,24.099944480641682
12025700,15.03667199796041
12035000,22.495238199361165
12040500,27.802972868092862
12041200,31.822989801788328
12048000,7.3908901376565295
12054000,22.360774958292648
12056500,22.84963978627523
12073500,14.917355020713806
12082500,5.224282655970257
12092000,5.168717520141602
12114500,4.935715545527141
12115000,5.46219123361751
12117000,11.288018143526713
12143600,12.044961873118083
12144000,15.199484148279828
12145500,5.653940663401285
12147500,12.539132883961997
12167000,14.283530451965333
12175500,9.763619906361898
12178100,13.327422908782957
12186000,50.53931498934427
12189500,15.803546672058106
12375900,9.739052787081402
12377150,7.1824923639297475
12381400,6.673601209354401
12383500,3.249729320128759
12390700,1.345003911145528
12411000,5.875483915392558
12447390,0.7595346396764119
12451000,6.806220188268026
12488500,7.189124448267617
13011500,7.0021578815460215
13011900,2.558625529925029
13018300,4.082521141560872
13023000,1.0778164946873983
13161500,0.8415365359067918
13235000,3.9531584014574683
13240000,3.297051806131998
13313000,3.1526435621897377
13331500,1.6608235017140707
14020000,5.525820187695821
14096850,2.41208553091685
14137000,9.516036441692577
14138800,12.525061929321287
14138870,20.616876562245682
14138900,16.582906173706053
14139800,17.114556115468343
14141500,8.802741076151529
14154500,7.89097037264506
14158790,11.107827707163494
14166500,8.226939428329468
14182500,13.914606626637779
14185000,6.700759951019287
14185900,38.72625081176758
14187000,6.187895130284627
14216500,17.283262588882447
14222500,5.658788473765056
14236200,4.043380723826091
14301000,4.55849172261556
14303200,9.912541346901223
14305500,30.639405753835046
14306340,11.186742818069456
14306500,5.497029242592094
14308990,10.102279143714904
14309500,6.466408332932548
14316700,9.380564056396485
14325000,8.296036295572916
14362250,3.5192429049173986
14400000,19.728091164906818
