Basin,CRPS
11381500,6.727077890625
01057000,5.0688563124999995
06878000,4.9554418840625
09430600,5.198426678124999
14306340,11.705282906250002
04122500,0.523158140625
01644000,6.570109146875001
02077200,9.38577641875
04063700,2.380283721875
09066000,2.8846138562499997
11532500,14.092648718750002
12189500,9.360134
01134500,4.640118828125001
03460000,4.19858338125
01634500,5.610191221875
01632000,8.018952831250001
07083000,2.1597180656250003
01047000,6.10837021875
08050800,5.628982081250001
11451100,14.418499093749999
02296500,5.1728472375
14306500,5.9366045
12082500,7.598891
09035800,1.78277835
14185000,9.9629748125
04221000,3.00034104375
02298123,2.9478571281250003
03238500,13.285731765624998
03504000,5.78338403125
06350000,1.0009717621875
02381600,11.048954918749999
09386900,1.60720528425
03237280,11.2906997425
02369800,11.413809174999997
14096850,1.554574503125
01414500,5.470474396875
01664000,6.7896021499999994
07195800,8.323959943750001
04105700,1.324544384375
01123000,4.3280240687500005
02013000,4.467970846875
11482500,8.722828125000001
02015700,4.5759477125
03021350,11.398849759375
03050000,7.594779062499999
12381400,4.1168662625
06919500,5.623833321875001
01549500,5.605562593750001
04216418,6.293908871875
12041200,16.90125034375
06470800,4.866327971875
01667500,5.268225118749999
02363000,4.400950853125
02479300,7.48414233125
02028500,5.257555759375
02215100,5.005185443750001
12117000,11.599010875000001
02069700,4.546677656249999
12048000,7.3747217875
13235000,1.5494424843750003
08164300,10.193110509375
14325000,10.04395453125
03364500,6.59228658125
08194200,7.20106177634375
04057510,2.2893733906250002
01638480,9.300523856249999
08023080,11.166754375
02395120,8.116924996875
03456500,10.59135346875
01605500,3.958122446875
11468500,7.482259937500001
01583500,3.558397271875
04122200,0.9829847875
06614800,2.4919703749999997
01666500,7.28445551875
06221400,1.64874811875
01434025,7.0212718125
01669000,5.78076695625
06888500,6.95574131875
01022500,2.400716015625
01137500,7.317579196875
12115000,13.783500687499998
04296000,2.892114521875
14154500,7.221532084375
13011500,6.3439517343750005
14185900,12.019109812499998
02027500,10.9532796875
06911900,8.527231378125002
03070500,6.918698315625
01170100,6.526583275
03182500,4.011851918750001
05593575,5.807603153124999
01144000,4.1322506875
03338780,6.629208209375
01466500,0.7422265718750001
14158790,7.825126812500001
01532000,6.474612878124999
02051500,5.45976656875
07301410,0.41880099
04027000,3.3962657500000004
08200000,16.021056914375
09494000,1.211315164375
07142300,0.4377963331875
06332515,1.7366260709374999
